APRCRank,APRCGrade,CODE,PI,EXEC,SCICAT,BANDS,time12m_aprc,time7m_aprc,timeTP_aprc,timeNonStd_aprc,Proposal title
1367,U,2015.1.00544.S,Clanton Christian,NA,4,6,1.0,0.0,0.0,0.0,The Influence of Binarity on Dust Disk Mass in Young Systems
1368,U,2015.1.00185.S,Watson Linda,EU,2,7,4.3,0.0,0.0,0.0,The Resolved Vertical Structure of Dust in Edge-on Disk Galaxies
1369,U,2015.1.01175.S,Vicente Silvia,EU,3,7,5.8,0.0,0.0,0.0,An evaporating globule in Carina: tracing the missing link between EGGs and proplyds with ALMA
1370,U,2015.1.00565.S,Kunneriath Devaky,EU,2,6,8.9,0.0,0.0,0.0,The environment of the ultra-compact dwarf galaxies
1371,U,2015.1.01128.S,Stanway Elizabeth,EU,1,3,12.3,0.0,0.0,0.0,Large Scale Structure at the End of the Reionization Epoch.
1372,U,2015.1.00437.S,Mottram Joseph,EU,3,6,18.7,37.4,74.7,0.0,Not without a fight: probing cloud destruction and triggered star formation in Carina via pillar kinematics
1373,U,2015.1.00538.S,Vergani Daniela,EU,2,7,8.9,0.0,0.0,0.0,Understanding the Physics of the Interstellar Medium in distant Post-Starburst Galaxies
1374,U,2015.1.00987.S,Braatz James,NA,2,7,4.1,0.0,0.0,0.0,Submm H2O Megamasers in the Accretion Disk of ESO 558-G009
1375,U,2015.1.00706.S,Bregman Joel,NA,2,4,2.4,0.0,0.0,0.0,Unveiling Bottom-Heavy Star Formation in Early-Type Galaxies
1376,U,2015.1.01117.S,Piccialli Arianna,EU,4,6,2.5,0.0,0.0,0.0,"Day-night mapping of water, sulfur and dynamics on Venus"
1377,U,2015.1.01297.S,Butterfield Natalie,NA,3,3,2.5,0.0,0.0,0.0,G0.11-0.08: An Unusual Massive and Dense Cloud in the Galactic Center
1378,U,2015.1.00592.S,Bockelee-Morvan Dominique,EU,4,7,3.9,0.0,0.0,0.0,The composition and structure of Ganymede atmosphere
1379,U,2015.1.01174.S,Dai Yu,NA,2,46,4.2,0.0,0.0,0.0,Probing the ISM of starburst-AGNs at z=1~2 with ALMA
1380,U,2015.1.00841.S,Messias Hugo,EU,1,6,3.8,0.0,0.0,3.8,"Confirming a dual Active Galactic Nucleus Candidate at z=2.224 by means of spatially resolved CO, HCN, and HCO+ observations"
1381,U,2015.1.01172.S,Battersby Cara,NA,2,6,3.4,0.0,0.0,0.0,The Skeletons of Spiral Galaxies
1382,U,2015.1.00554.S,Best Philip,EU,2,637,11.6,0.0,0.0,0.0,"Advection-dominated accretion, and the efficiency of jet production."
1383,U,2015.1.01295.S,Negrello Mattia,EU,1,4,7.6,0.0,0.0,0.0,Star formation and AGN fuelling at ~1kpc scales in two dusty starforming  lensed galaxies at z~1.6
1384,U,2015.1.00451.S,Iwasawa Kazushi,EU,1,8,2.4,0.0,0.0,2.4,Search for a powerful outflow in [CII] emission in the obscured QSO at z=3
1385,U,2015.1.01315.S,Velilla Prieto Luis,EU,5,64,4.7,0.0,0.0,0.0,Silicon-Carbon clusters in IRC+10216: study of key gas phase species in the formation of SiC dust grains
1386,U,2015.1.00266.S,SÃ¡nchez Contreras Carmen,EU,5,7,8.6,0.0,0.0,0.0,Active jet sculpting of bipolar winds at the heart of the PPN He3-1475
1387,U,2015.1.01397.S,Mancini Chiara,EU,1,6,6.7,0.0,0.0,0.0,Have we really found the progenitors of high-z compact passive early type galaxies?
1388,U,2015.1.01474.S,Leite Ana,EU,1,3,4.1,0.0,0.0,0.0,Improving the sensitivity of tests of the stability of the proton-to-electron mass ratio with ALMA
1389,U,2015.1.01413.S,Tang Kwok Sun,OTHER,3,7,8.5,0.0,0.0,0.0,Releasing a Magnetic Brake
1390,U,2015.1.01124.S,Perez Laura,NA,4,36,2.2,0.0,0.0,1.3,A novel method to measure turbulent viscosity in the LkCa 15 transitional disk
1391,U,2015.1.01579.S,Kalfountzou Eleni,EU,2,7,2.8,0.0,0.0,0.0,Submillimeter emission in binary QSOs
1392,U,2015.1.01500.S,Greis Stephanie,EU,2,83,13.7,0.0,0.0,6.9,Exploring the Molecular Gas Fuelling Star Formation in Lyman Break Analogues
1393,U,2015.1.00469.S,Nishimura Atsushi,EA,3,3,2.4,4.8,9.7,0.0,M17 SW: Possible candidate for future formation of High-Mass Star Cluster
1394,U,2015.1.01292.S,JuÃ¡rez Carmen,EU,3,7,3.0,0.0,0.0,0.0,Infalling flows towards the hot core in NGC 6334 V star formation region
1395,U,2015.1.00051.S,Ceccarelli Cecilia,EU,3,687,1.8,3.7,2.4,0.6,Molecular ions and protostellar MeV particle irradiation
1396,U,2015.1.01595.S,Pappalardo Ciro,EU,1,3,5.7,0.0,0.0,5.7,FIR_risers
1397,U,2015.1.01176.S,Hogerheijde Michiel,EU,4,7,0.9,0.0,0.0,0.0,The disk around TW Hya at 20 au: a gap or a shadow?
1398,U,2015.1.01059.S,Bethermin Matthieu,EU,1,6,3.8,0.0,0.0,0.0,"Two proto-cluster candidates at z~2 seen by Planck, Herschel & Spitzer: the missing link in structure formation unveiled by ALMA?"
1399,U,2015.1.01563.S,Cibinel Anna,EU,1,3,12.5,0.0,0.0,0.0,The merger-starburst connection: a case study of mergers close to the main sequence
1400,U,2015.1.01001.S,Sharon Chelsea,NA,1,64978,5.2,0.0,0.0,1.8,Resolving the Multi-Phase Gas Physical Conditions in a High-z Quasar Host Galaxy
1401,U,2015.1.00478.S,Holwerda Benne,EU,2,7,1.0,0.0,0.0,0.0,A Crusty & Bearded Dwarf Galaxy
1402,U,2015.1.00596.S,Friesen Rachel,NA,3,3,5.7,11.3,0.0,0.0,Testing turbulent self-gravitating models of star formation
1403,U,2015.1.01275.S,Riaz Basmah,EU,3,6,6.7,0.0,0.0,0.0,Molecular outflow activity in proto-brown dwarfs
1404,U,2015.1.00798.S,Du Fujun,NA,4,6,2.9,0.0,0.0,2.9,Probe disk evolution with SO and CS lines
1405,U,2015.1.00879.S,Ubach Catarina,NA,4,6,6.3,0.0,0.0,0.0,Seeking the Origins of Water in the Habitable Zone
1406,U,2015.1.00257.S,Bolatto Alberto,NA,2,963,11.9,0.0,0.0,8.8,The Gas Mass and ISM Heating in Normal Galaxies Near the Peak of Cosmic Star Formation Activity
1407,U,2015.1.00505.S,Della Ceca Roberto,EU,2,3,4.4,0.0,0.0,0.0,CO(J=1-0) observations of the most luminous starburst in the local (z<0.3) Universe
1408,U,2015.1.01022.S,Boley Aaron,NA,4,74,2.8,0.0,0.0,0.0,The Inner Disc of HD141569: Spectral index in the submillimetre/millimetre and resolving the inner dust cavity
1409,U,2015.1.00346.S,Visser Ruud,EU,4,7,16.7,0.0,0.0,0.0,Rebuilding the solar system: nitrogen isotope fractionation in protoplanetary disks
1410,U,2015.1.00414.S,Oba Yasuhiro,EA,3,3,6.5,0.0,0.0,0.0,Searching for "Chiral" Deuterated Glycine NH2CHDCOOH toward IRAS 16293-2422
1411,U,2015.1.01462.S,Retana-Montenegro Edwin,EU,1,8463,8.3,6.8,0.0,3.4,Galaxy clusters in formation at z~3
1412,U,2015.1.01313.S,LÃ³pez-Oramas Alicia,EU,3,3,3.3,0.0,0.0,0.0,Studying the shocked ISM in the surroundings of the hypergiant X-ray binary GX 301-2
1413,U,2015.1.00556.S,Truebenbach Alexandra,NA,2,34,3.9,0.0,0.0,3.9,A CO Line Search for the Redshift of the Rarest "Invisible" Active Galactic Nucleus
1414,U,2015.1.00938.S,de Wit Willem-Jan,EU,4,6,3.2,0.0,0.0,3.2,The envelopes of massive YSOs.
1415,U,2015.1.00339.S,Yang Yao-Lun,NA,3,7,2.2,0.0,0.0,0.0,Revealing the inner structure of the outflow cavity in a Class 0 protostar: BHR71
1416,U,2015.1.00822.S,Trakhtenbrot Benny,EU,1,4,7.6,0.0,0.0,0.0,"Star Formation and AGN-driven Outflows in The Host Galaxy of a Mature, Uber-massive Black Hole at z~3.3"
1417,U,2015.1.01248.S,Rossi Andrea,EU,2,7,3.1,0.0,0.0,0.0,Unveiling the birthplaces of long gamma-ray bursts
1418,U,2015.1.00580.S,Dessauges-Zavadsky Miroslava,EU,1,3,8.3,0.0,0.0,0.0,The molecular gas fraction of main sequence galaxies at z~3: hints for cosmic evolution?
1419,U,2015.1.01057.S,Ota Kazuaki,EU,1,6,8.8,0.0,0.0,8.8,Probing Gas and Dust Properties of the Brightest Lyman Break Galaxies in Reionization Epoch at z~6.6-7.1
1420,U,2015.1.01226.S,Seko Akifumi,EA,1,3,15.7,0.0,0.0,0.0,Pilot Study of Molecular Gas in Lower Stellar Mass Galaxies on the Main-Sequence at z~1.4
1421,U,2015.1.01050.S,Cernicharo Jose,EU,5,7,7.6,0.0,0.0,1.7,A HIGH ANGULAR RESOLUTION STUDY OF THE DUST FORMATION ZONE OF IRC+10216
1422,U,2015.1.01542.S,Lorenzoni Silvio,EU,1,6,6.8,0.0,0.0,3.9,[CII] in merging systems at the highest redshifts
1423,U,2015.1.01585.S,Knudsen Kirsten,EU,1,3,10.4,0.0,0.0,0.0,Molecular gas in star-forming massive disks at z~2
1424,U,2015.1.01612.S,Sargent Mark,EU,2,9,4.5,0.0,0.0,4.5,ISM studies of high-z early-type galaxies: sending ALMA down new avenues
1425,U,2015.1.01527.S,Ko Jongwan,EA,2,7,1.2,0.0,0.0,0.0,Molecular emission of the most massive fossil cluster Abell 267
1426,U,2015.1.00937.S,Noble Allison,NA,1,6,16.7,0.0,0.0,0.0,An Explosive Phase of Massive Galaxy Growth: High-Resolution Imaging of 0.6<z<1.7 BCGs
1427,U,2015.1.00763.S,Kospal Agnes,EU,4,6,3.9,7.9,11.1,0.0,FUors - the bridge between Class I and Class II young stellar objects
1428,U,2015.1.01073.S,Sahai Raghvendra,NA,5,7,6.1,0.0,0.0,0.0,Sculpting Round Circumstellar Envelopes into Bipolar Nebulae: Extreme Outflows and Disks in Pre-Planetary Nebulae
1429,U,2015.1.00246.S,Hatchell Jennifer,EU,3,7,25.7,0.0,0.0,25.7,Serpens first cores
1430,U,2015.1.01164.S,Kelly George,EU,2,734,3.7,0.0,0.0,0.0,Mapping M61 in CS: disentangling and characterizing dense gas 
1431,U,2015.1.01102.S,Suri SÃ¼meyye,EU,3,3,8.1,16.3,32.6,0.0,Filaments or Cavity Walls? Infall and Outflow in the OMC-1 Region
1432,U,2015.1.00511.S,Schilke Peter,EU,3,7,3.3,4.4,8.9,0.0,Dissecting two exceptional hot molecular cores
1433,U,2015.1.01244.S,van Kempen Tim,EU,3,34,4.9,6.5,13.0,0.0,Quiescent star formation at low metallicities: the case of N12
1434,U,2015.1.00955.S,Mould Jeremy,OTHER,2,6,1.3,0.0,0.0,1.3,The molecular component of the circumnuclear structure of AGN: early type galaxies
1435,U,2015.1.01283.S,Kauffmann Jens,EU,3,6,1.6,3.1,6.3,0.0,The Origin of Structure in CMZ Molecular Clouds
1436,U,2015.1.00065.S,Mayer Andreas,EU,5,6,1.1,2.2,4.4,0.0,RZ Sagittarii: a unique chance to close the gap between AGB and PN
1437,U,2015.1.00111.S,Knudsen Kirsten,EU,1,437,3.5,0.0,0.0,0.0,Dust and molecular gas in a Mstar ~ 10^9 Msun LIRG at z=2.6
1438,U,2015.1.01498.S,Teixeira Paula Stella,EU,3,6,9.3,0.0,0.0,0.0,Revealing the anatomy of an accreting protobinary with ALMA
1439,U,2015.1.01189.S,Kim Jongsoo,EA,4,6,2.0,0.0,0.0,2.0,A bona fide innermost Keplerian disk revealed by ALMA
1440,U,2015.1.00301.S,Bethermin Matthieu,EU,1,36,2.4,0.0,0.0,1.8,Is HRS188.6868+7.1357 the most powerful starburst ever found?
1441,U,2015.1.00221.S,Mainieri Vincenzo,EU,1,3,15.1,0.0,0.0,0.0,Cold gas and black holes accretion rates: towards a physical understanding of AGN feedback.
1442,U,2015.1.01546.S,Olguin Fernando,EU,3,6,0.6,1.2,0.0,0.0,Linking the large and small scale density and kinematics in high-mass star formation
1443,U,2015.1.00742.S,Barnes Peter,NA,3,3,0.7,1.3,2.6,0.0,Assembly of a Massive Protostellar Cluster
1444,U,2015.1.00516.S,Gitti Myriam,EU,2,3,4.9,0.0,0.0,0.0,AGN feedback and molecular gas in cool core clusters: the case of Abell 2204
1445,U,2015.1.01465.S,Buitrago Fernando,EU,2,73,8.3,0.0,0.0,0.0,The key role of the gas content in the evolution of massive galaxies
1446,U,2015.1.00632.S,Wittkowski Markus,EU,5,736,8.2,0.0,0.0,8.2,Probing shock-driven atmospheres and mass loss: The phase-dependent characteristics of the SiO emitting regions toward the Mira variable o Ceti
1447,U,2015.1.00789.S,Lanz Lauranne,NA,2,37,10.9,3.1,0.0,0.0,Characterizing Jet Feedback on the ISM of H2 Luminous Radio Galaxies
1448,U,2015.1.01461.S,Scarlata Claudia,NA,1,436,9.1,0.0,0.0,0.0,Molecular gas in low metallicity low mass galaxies at z 1.5-2 
1449,U,2015.1.01396.S,Carniani Stefano,EU,1,3,12.8,0.0,0.0,0.0,Spectroscopic identification and redshift distribution of the faintest  submillimetre sources
1450,U,2015.1.01582.S,Junhyun Baek,EA,2,37,6.8,0.0,0.0,0.0,Probing Cold Gas Content of the Central Galaxies in Cool-Core and Non Cool-Core Clusters
1451,U,2015.1.01072.S,Munoz Diego,NA,4,46,5.5,0.0,0.0,0.0,The Impact of Stellar Multiplicity on Grain Growth
1452,U,2015.1.01051.S,Paganini Lucas,NA,4,63,9.5,0.0,0.0,9.5,ALMA Maps of Rotational Temperature in the Cometary Coma: Breaking the Degeneracy of Excitation and Abundance
1453,U,2015.1.00839.S,Melnick Jorge,EU,2,67,15.4,0.0,0.0,0.0,The starburst-AGN connection: molecular gas in post-starburst QSOs
1454,U,2015.1.00213.S,Tan Jonathan,NA,2,6,9.0,11.9,23.9,0.0,Massive Molecular Filaments in a Nearby Disk Galaxy
1455,U,2015.1.01150.S,Lucero Danielle,OTHER,2,3,3.9,0.0,0.0,0.0,The HI-H2 transition in Atlas3D Early-Type Galaxies 
1456,U,2015.1.00391.S,Vlemmings Wouter,EU,5,64,4.3,0.0,0.0,4.3,Resolving extended atmospheres and surface activity of evolved stars
1457,U,2015.1.00124.S,CavaliÃ© Thibault,EU,4,7,3.0,0.0,0.0,0.0,The first spatial map of CO in the stratosphere of Uranus: Tracing external influences on composition and constraining the general circulation
1458,U,2015.1.00829.S,Kamenetzky Julia,NA,2,9,3.2,6.5,0.0,3.2,Warm Molecular Gas in NGC3256
1459,U,2015.1.00174.S,Consiglio Santina,NA,2,73,2.9,0.0,0.0,0.0,Free-Free and Dust Continua in Young Supermassive Star Clusters
1460,U,2015.1.00347.S,Wakita Shigeru,EA,4,7,4.4,0.0,0.0,0.0,Complete mappping of the oygen isotope distribution in a protoplanetary disk by spatially resolving C17O
1461,U,2015.1.00471.S,Drabek-Maunder Emily,EU,4,7,2.3,0.0,0.0,0.0,Mind the Gap:  Understanding the Structure of the LkCa 15 Disk
1462,U,2015.1.01215.S,Santangelo Gina,EU,3,6,1.0,1.4,2.8,0.0,Disentangling jet emission from multiple protostellar systems: the case of VLA1623
1463,U,2015.1.00457.S,DomÃ©nech Rafael,EU,3,76,3.1,0.0,0.0,0.0,"Search for new sulfur-species formed in H2S-bearing, UV-photoprocessed ice mantles in circumstellar regions."
1464,U,2015.1.00602.S,Vila Vilaro Baltasar,EU,2,876,22.5,0.0,0.0,14.1,Molecular gas properties in the central regions of nearby AGNs
1465,U,2015.1.00682.S,Marriage Tobias,NA,1,4,8.1,0.0,0.0,0.0,ALMA Continuum Imaging of ACT DSFGs
1466,U,2015.1.00008.S,Herrera Cinthya,EA,3,73,5.1,10.1,12.1,0.0,Star formation process within massive GMCs at different evolutionary stages: studying their morphology and their dynamics
1467,U,2015.1.01089.S,Rawle Tim,EU,2,7,1.8,0.0,0.0,0.0,BulletWarmDust
1468,U,2015.1.01328.S,Hezaveh Yashar,NA,1,46,16.6,0.0,0.0,16.6,Revealing the Gravitational Imprint of Dark Matter Subhalos with ALMA Observations of Strongly Lensed submm Galaxies
1469,U,2015.1.01421.S,Adande Gilles,NA,5,3,5.4,0.0,0.0,0.0,The nitrogen isotope ratio across the envelope of the carbon AGB RW LMi
1470,U,2015.1.00343.S,Schwarz Kamber,NA,4,76,5.3,0.0,0.0,0.0,Identifying the Nitrogen Reservoirs in Protoplanetary Disks
1471,U,2015.1.00750.S,Guzman-Ramirez Lizette,EU,5,3,0.4,0.0,0.0,0.0,Will the Symbiotic System HM Sge Explode as a Type Ia Supernova?
1472,U,2015.1.00875.S,Messias Hugo,EU,1,4,2.0,0.0,0.0,0.0,A pilot study of obscured SF+AGN sources in a z=1.87 proto-cluster
1473,U,2015.1.01468.S,Rosotti Giovanni,EU,4,6,4.2,0.0,0.0,0.0,Shedding light on disc dispersal: testing thermal sweeping with non accreting transition discs
1474,U,2015.1.01403.S,Gao Yu,OTHER,1,64,3.4,0.0,0.0,0.0,The spatially resolved FIR and CO(10-9) correlation at redshift z>4
1475,U,2015.1.00609.S,Teague Richard,EU,4,7,4.4,0.0,0.0,0.0,Constraining the Ionization Structure of Protoplanetary Disks
1476,U,2015.1.01208.S,Kral Quentin,EU,4,7,8.0,0.0,0.0,0.0,Imaging terrestrial planet formation in action
1477,U,2015.1.00312.S,Postman Marc,NA,1,6,13.3,0.0,0.0,0.0,Taking the Pulse of Cool Core Clusters: Using ALMA to Test Feedback in CLASH Brightest Cluster Galaxies
1478,U,2015.1.01392.S,Muzzin Adam,EU,1,3,3.8,0.0,0.0,3.8,Measuring the Gas Content in the Most Massive and Active Galaxies at 3 < z < 6
1479,U,2015.1.01497.S,Boehler Yann,OTHER,4,47,5.1,0.0,0.0,0.0,Mapping Dust settling in protoplanetary disks with ALMA
1480,U,2015.1.00136.S,van Kempen Tim,EU,3,8,6.8,0.0,0.0,6.8,The atomic jet of IRAS 15398-3359
1481,U,2015.1.00029.S,Bethermin Matthieu,EU,1,36,3.8,0.0,0.0,0.0,Mapping dust and gas in very massive intensely star-forming galaxies at z=2
1482,U,2015.1.00651.S,Ogura Kazuyuki,EA,1,7,1.8,0.0,0.0,0.0,Early Evolution of Shadow Side in the Universe: Search for [C II] in DLAs at z~4.5
1483,U,2015.1.00155.S,Ferkinhoff Carl,EU,1,346,3.5,0.0,0.0,0.0,Molecular gas in [CII] emitting AGN at high-z
1484,U,2015.1.00893.S,Reiter Megan,NA,3,6,8.3,0.0,0.0,0.0,Resolving the early accretion and outflow of the intermediate-mass protostar driving HH 900
1485,U,2015.1.01383.T,Machado Pedro,EU,4,63,4.6,0.0,0.0,0.0,Mars global dust storm winds with ALMA
1486,U,2015.1.00523.S,Perlman Eric,NA,2,7,49.0,0.0,0.0,25.4,ALMA Imaging and Polarimetry of the M87 Jet
1487,U,2015.1.00267.S,Neelamkodan Naslim,EA,3,36,4.3,0.0,0.0,2.7,Resolving the Photodissociation region associated with N55 in the LMC
1488,U,2015.1.00452.S,Wolf Sebastian,EU,4,46,2.9,0.0,0.0,0.0,Correlation between the gas and dust evolution in the circumstellar disk of the Butterfly star
1489,U,2015.1.00758.S,Drouart Guillaume,EU,1,6,2.3,0.0,0.0,2.3,The Dragonfly Galaxy: resolving feedback and star formation in a radio galaxy at z=1.92
1490,U,2015.1.00766.S,Sheehan Patrick,NA,4,63,1.6,0.0,0.0,1.6,Resolving Structure in the Planet Forming Regions of the Compact Binary Protostar GV Tau
1491,U,2015.1.00726.S,Telles Eduardo,EU,2,6,4.0,0.0,0.0,0.0,Star Formation in clumpy low metallicity HII galaxies
1492,U,2015.1.01077.S,Boley Aaron,NA,4,674,4.0,0.0,0.0,4.0,Observations of Stellar Atmospheres by ALMA: Implications for stellar atmosphere models and debris disc detections
1493,U,2015.1.00562.S,Bujarrabal Valentin,EU,5,7,12.4,0.0,0.0,0.0,Young planetary nebulae in the Magellanic Clouds
1494,U,2015.1.01348.S,Espaillat Catherine,NA,4,6,3.0,0.0,0.0,2.3,Resolving the Detailed Structure of a Gapped Disk
1495,U,2015.1.00119.S,Petry Dirk,EU,5,3,5.6,0.0,0.0,5.6,The likely Magnetar SWIFT J195509.6+261406 - Step 1 in identifying the potentially galactic counterparts of FRED GRBs with ALMA
1496,U,2015.1.01354.S,Sajina Anna,NA,1,7,8.7,0.0,0.0,0.0,Mode of star-formation and environments of massive z~3-4 galaxies
1497,U,2015.1.00205.S,Alatalo Katherine,NA,2,7,5.4,7.2,0.0,0.0,Unveiling the state of molecular gas in shocked poststarburst galaxies
1498,U,2015.1.00081.S,Decin Leen,EU,5,7,13.1,0.0,0.0,10.6,Unravelling the dust formation process in oxygen-rich AGB stars
1499,U,2015.1.01570.S,Chen Chang-Chun,EA,3,6,0.9,1.2,2.3,0.0,Probing Internal Structures of a Compact Bipolar Jet in NGC2023 MM1
1500,U,2015.1.01587.S,Muller Erik,EA,3,3,3.0,6.0,0.0,0.0,Quantifying the Dynamics of Filament Assembly and the Diversity of Intra-Filament Sub-Structure.
1501,U,2015.1.00873.S,Yoon Ilsang,EU,2,6,3.0,0.0,0.0,0.0,NGC 4536: closer look at a mini-supermassive black hole and its circumnuclear ring
1502,U,2015.1.00345.S,Roman-Duval Julia,NA,3,6,9.5,19.0,38.0,0.0,Resolving the ISM conditions conducive to dust evolution at low metallicity
1503,U,2015.1.00933.S,Ott Juergen,NA,2,6,7.4,0.0,0.0,3.2,Mapping the Sphere of Influence of the Active Supermassive Black Hole in Centaurus A
1504,U,2015.1.01511.S,Battersby Cara,NA,3,3,4.6,6.1,0.0,0.0,The Curious Case of Sgr C: Anomalous Star Formation in the Galactic Center
1505,U,2015.1.00515.S,Salome Philippe,EU,1,7,4.5,0.0,0.0,0.0,BR1202-0725 : deep [CII] view of the z~4.7 group
1506,U,2015.1.01156.S,Geach James,EU,2,43,5.6,0.0,0.0,0.0,Do galactic winds influence the gas fraction of galaxies?
1507,U,2015.1.00818.S,Bally John,NA,3,3,1.8,3.6,7.3,0.0,The 70 micron Sources in the Galactic Center Bubble: Forming Massive Stars or Externally Heated?
1508,U,2015.1.00795.S,Bieging John,NA,3,3,4.0,8.0,15.9,0.0,Witnessing the birth of a galactic cluster:  the Serpens Main core
1509,U,2015.1.01145.S,Kalfountzou Eleni,EU,1,7,7.3,0.0,0.0,0.0,The AGN/host galaxy interplay <2.5 Gyr after the Big Bang
1510,U,2015.1.00494.S,Feruglio Chiara,EU,2,637,7.4,0.0,0.0,0.0,The chemistry and geometry of the NGC6240 molecular outflow
1511,U,2015.1.00368.S,Galvan-Madrid Roberto,OTHER,3,3,10.4,13.8,27.6,0.0,Resolving the Physics of a Nearby Super Star Cluster in Formation
1512,U,2015.1.01376.S,Li Xiaohu,EA,5,9,6.9,5.4,0.0,6.9,Resolving HCl towards AGB envelopes
1513,U,2015.1.00799.S,Cao Yixian,NA,3,3,4.1,0.0,0.0,0.0,Dense Gas in the LMC: Further Study of an Exceptionally Cold Cloud
1514,U,2015.1.00660.S,Kamp Inga,EU,4,7,10.6,0.0,0.0,0.0,groupIIdisks
1515,U,2015.1.00786.S,Rieke George,NA,4,7,8.8,0.0,0.0,0.0,Testing Depletion of Kuiper-Belt-Type Objects in the Young NGC2547-ID8 System
1516,U,2015.1.01429.S,Flohic Helene,NA,2,7,3.8,0.0,0.0,3.8,LINER SED
1517,U,2015.1.00876.S,Kanekar Nissim,OTHER,1,34,5.2,0.0,0.0,0.0,Molecular gas in GRB host galaxies
1518,U,2015.1.01440.S,Monaco Lorenzo ,CL,4,7,5.2,0.0,0.0,0.0,An ALMA study of candidate old-living protoplanetary discs in Trumpler 14
1519,U,2015.1.01436.S,Breen Shari,OTHER,3,3,3.3,0.0,0.0,0.0,Infrared bubble G10.32-0.13: providing stringent tests for high-mass star formation models
1520,U,2015.1.01385.S,Quintana-Lacaci Guillermo,EU,5,6,4.2,0.0,0.0,0.0,Search for radioactive Aluminium in VY CMa
1521,U,2015.1.00566.S,Pacheco-VÃ¡zquez Susana,EU,4,6,6.0,0.0,0.0,0.0,Chemical study of the disk around massive star R Mon
1522,U,2015.1.01502.S,Tercero BelÃ©n,EU,3,7,1.4,0.0,0.0,0.0,Iso-propanol in Orion-KL: a real chance for detecting a new branched molecule
1523,U,2015.1.00832.S,DiPompeo Michael,NA,1,6,4.2,0.0,0.0,0.0,No More Beating Around the Bush: Star Formation in BAL Quasar Hosts
1524,U,2015.1.01272.S,Ligterink Niels,EU,3,6,4.6,0.0,0.0,0.0,Probing the origin of prebiotic species: Methylamine and Formamide
1525,U,2015.1.00229.S,Su Yu-Nung,NA,3,7,3.2,0.0,0.0,0.0,Probing the Inward Motion in the Massive Star Forming Regions W51 e2/e8
1526,U,2015.1.01213.S,Scudder Jillian,EU,2,6,5.1,0.0,0.0,0.0,Searching for Herschel's hidden galaxy pairs
1527,U,2015.1.00074.S,Wilner David,NA,3,6,3.2,0.0,0.0,3.2,Origin of the Highest Velocity Protostellar Outflow
1528,U,2015.1.01337.S,Balmaverde Barbara,EU,2,7,1.1,0.0,0.0,0.0,Circinus-wide outflow: blowing hot and cold
1529,U,2015.1.00248.S,Zapatero Osorio Maria Rosa,EU,4,7,2.2,0.0,0.0,0.0,Debris disk of the nearest resolved planetary system.
